player_id,season_id,origin_club_id,destination_club_id,market_value,fee
p-94558,2022.0,c-14796,c-6689,100000.0,
p-94558,2019.0,c-171,c-14796,150000.0,
p-94558,2018.0,c-7971,c-171,200000.0,
p-94558,2014.0,c-7964,c-7971,100000.0,
p-94558,2013.0,c-12317,c-7964,,
p-94558,2013.0,c-33600,c-12317,,
p-94558,2012.0,c-6182,c-33600,,
p-94558,2009.0,c-20043,c-6182,,
p-94558,2006.0,c-75,c-20043,,
p-351540,2022.0,c-18687,c-34148,300000.0,
p-351540,2021.0,c-2296,c-18687,400000.0,
p-351540,2020.0,c-16486,c-2296,400000.0,
p-351540,2019.0,c-7971,c-16486,250000.0,
p-351540,2018.0,c-1532,c-7971,300000.0,
p-351540,2016.0,c-1536,c-1532,,
p-351540,2015.0,c-12834,c-1536,,
p-351540,2014.0,c-12567,c-12834,,
p-351540,2013.0,c-14796,c-12567,,
p-351540,2012.0,c-25680,c-14796,,
p-351540,2011.0,c-21557,c-25680,,
p-351540,2010.0,c-70473,c-21557,,
p-351540,2009.0,c-14740,c-70473,,
p-449844,2023.0,c-515,c-29271,300000.0,
p-449844,2022.0,c-11422,c-515,300000.0,
p-449844,2021.0,c-10773,c-11422,500000.0,
p-449844,2021.0,c-13222,c-10773,500000.0,
p-449844,2020.0,c-10773,c-13222,300000.0,
p-449844,2018.0,c-2464,c-10773,250000.0,
p-449844,2018.0,c-7971,c-2464,250000.0,
p-449844,2017.0,c-2464,c-7971,150000.0,
p-449844,2017.0,c-6638,c-2464,150000.0,10000.0
p-449844,2016.0,c-34466,c-6638,,
p-449844,2015.0,c-45258,c-34466,,
p-45615,2019.0,c-11259,c-123,100000.0,
p-45615,2018.0,c-7971,c-11259,200000.0,
p-45615,2015.0,c-33593,c-7971,,
p-45615,2015.0,c-515,c-33593,500000.0,
p-45615,2014.0,c-993,c-515,500000.0,
p-45615,2014.0,c-630,c-993,300000.0,
p-45615,2013.0,c-2296,c-630,300000.0,
p-45615,2011.0,c-3302,c-2296,400000.0,
p-45615,2011.0,c-134,c-3302,400000.0,
p-45615,2011.0,c-3302,c-134,500000.0,
p-45615,2008.0,c-6767,c-3302,100000.0,
p-45615,2006.0,c-2868,c-6767,,
p-45615,2004.0,c-28870,c-2868,,
p-423289,2022.0,c-18669,c-44129,100000.0,
p-423289,2022.0,c-19301,c-18669,100000.0,
p-423289,2021.0,c-38456,c-19301,100000.0,
p-423289,2019.0,c-7971,c-38456,100000.0,
p-423289,2016.0,c-15066,c-7971,,
p-423289,2015.0,c-21557,c-15066,,
p-73247,2022.0,c-85460,c-85455,50000.0,
p-73247,2021.0,c-4054,c-85460,50000.0,
p-73247,2019.0,c-7971,c-4054,50000.0,
p-73247,2014.0,c-648,c-7971,200000.0,
p-73247,2011.0,c-12321,c-648,600000.0,30000.0
p-73247,2001.0,c-17738,c-12321,,
p-73247,2000.0,c-12604,c-17738,,
p-500277,2022.0,c-49806,c-4054,,
p-500277,2021.0,c-515,c-49806,,
p-500277,2021.0,c-49957,c-515,,
p-500277,2020.0,c-75344,c-49957,50000.0,
p-500277,2019.0,c-15066,c-75344,50000.0,
p-500277,2016.0,c-21557,c-15066,,
p-276006,2021.0,c-70324,c-515,,
p-276006,2021.0,c-16694,c-70324,,
p-276006,2020.0,c-85460,c-16694,,
p-276006,2019.0,c-54619,c-85460,,
p-276006,2018.0,c-15066,c-54619,,
p-276006,2017.0,c-31552,c-15066,,
p-276006,2016.0,c-21297,c-31552,,
p-276006,2016.0,c-14707,c-21297,,
p-276006,2014.0,c-12317,c-14707,,
p-93012,2022.0,c-46854,c-41346,50000.0,
p-93012,2019.0,c-16196,c-46854,150000.0,
p-93012,2018.0,c-7077,c-16196,150000.0,
p-93012,2018.0,c-7971,c-7077,200000.0,
p-93012,2016.0,c-5358,c-7971,200000.0,
p-93012,2014.0,c-11602,c-5358,,
p-93012,2012.0,c-2923,c-11602,,
p-93012,2011.0,c-24420,c-2923,,
p-93012,2009.0,c-3803,c-24420,,
p-93012,2008.0,c-8506,c-3803,,
p-93012,2007.0,c-11602,c-8506,,
p-93012,2005.0,c-52541,c-11602,,
p-57792,2022.0,c-11259,c-85045,50000.0,
p-57792,2019.0,c-7971,c-11259,50000.0,
p-57792,2017.0,c-993,c-7971,200000.0,
p-57792,2016.0,c-1108,c-993,200000.0,
p-57792,2014.0,c-11596,c-1108,300000.0,
p-57792,2012.0,c-367,c-11596,600000.0,
p-57792,2012.0,c-6676,c-367,700000.0,
p-57792,2011.0,c-367,c-6676,900000.0,
p-57792,2010.0,c-1531,c-367,700000.0,
p-57792,2009.0,c-606,c-1531,,
p-57792,2007.0,c-13805,c-606,,
p-57792,2005.0,c-2502,c-13805,,
p-57792,2004.0,c-12502,c-2502,,
p-57792,2002.0,c-11259,c-12502,,
p-94932,2022.0,c-4054,c-85455,,
p-94932,2021.0,c-67212,c-4054,,
p-94932,2019.0,c-14796,c-67212,200000.0,
p-94932,2019.0,c-42039,c-14796,200000.0,
p-94932,2019.0,c-15447,c-42039,250000.0,
p-94932,2018.0,c-7971,c-15447,300000.0,
p-94932,2018.0,c-11259,c-7971,300000.0,
p-94932,2016.0,c-1108,c-11259,300000.0,
p-94932,2015.0,c-21957,c-1108,700000.0,
p-94932,2013.0,c-11259,c-21957,,
p-94932,2012.0,c-1532,c-11259,,
p-94932,2011.0,c-8568,c-1532,,
p-94932,2009.0,c-15447,c-8568,,
p-94932,2008.0,c-11646,c-15447,,
p-94932,2006.0,c-12502,c-11646,,
p-94932,2005.0,c-25679,c-12502,,
p-199133,2023.0,c-515,c-20903,50000.0,
p-199133,2022.0,c-11602,c-515,50000.0,
p-199133,2021.0,c-666,c-11602,50000.0,
p-199133,2020.0,c-515,c-666,50000.0,
p-199133,2020.0,c-16492,c-515,50000.0,
p-199133,2019.0,c-2867,c-16492,100000.0,
p-199133,2019.0,c-515,c-2867,150000.0,
p-199133,2019.0,c-7971,c-515,300000.0,
p-199133,2017.0,c-7052,c-7971,300000.0,
p-199133,2016.0,c-24420,c-7052,,
p-199133,2015.0,c-7052,c-24420,,
p-199133,2014.0,c-21322,c-7052,,
p-199133,2013.0,c-12317,c-21322,,
p-199133,2012.0,c-2865,c-12317,,
p-30802,2022.0,c-75083,c-85461,,
p-30802,2021.0,c-12567,c-75083,,
p-30802,2020.0,c-11259,c-12567,,
p-30802,2018.0,c-7971,c-11259,200000.0,
p-30802,2017.0,c-237,c-7971,300000.0,
p-30802,2016.0,c-2296,c-237,800000.0,250000.0
p-30802,2015.0,c-366,c-2296,800000.0,
p-30802,2014.0,c-3302,c-366,1200000.0,
p-30802,2013.0,c-11000,c-3302,600000.0,
p-30802,2012.0,c-12321,c-11000,700000.0,
p-30802,2012.0,c-134,c-12321,900000.0,30000.0
p-30802,2010.0,c-237,c-134,600000.0,
p-30802,2010.0,c-2867,c-237,600000.0,
p-30802,2010.0,c-237,c-2867,800000.0,
p-30802,2009.0,c-940,c-237,800000.0,
p-30802,2008.0,c-237,c-940,800000.0,
p-30802,2008.0,c-1531,c-237,200000.0,
p-30802,2006.0,c-6767,c-1531,,
p-30802,2005.0,c-11596,c-6767,,
p-30802,2004.0,c-17676,c-11596,,
p-30802,2003.0,c-70300,c-17676,,
p-482175,2022.0,c-25462,c-515,,
p-482175,2021.0,c-16055,c-25462,,
p-482175,2020.0,c-15066,c-16055,50000.0,
p-482175,2019.0,c-7971,c-15066,50000.0,
p-482175,2019.0,c-15447,c-7971,50000.0,
p-482175,2019.0,c-7971,c-15447,50000.0,
p-482175,2017.0,c-15066,c-7971,,
p-482175,2016.0,c-21557,c-15066,,
p-37367,2023.0,c-12181,c-123,50000.0,
p-37367,2022.0,c-21322,c-12181,50000.0,
p-37367,2021.0,c-7971,c-21322,25000.0,
p-37367,2017.0,c-648,c-7971,300000.0,
p-37367,2016.0,c-993,c-648,300000.0,
p-37367,2015.0,c-11596,c-993,400000.0,
p-37367,2014.0,c-7971,c-11596,,
p-37367,2011.0,c-940,c-7971,1200000.0,
p-37367,2008.0,c-13,c-940,900000.0,
p-37367,2007.0,c-7971,c-13,100000.0,
p-37367,2007.0,c-13,c-7971,300000.0,
p-37367,2006.0,c-3679,c-13,300000.0,
p-37367,2004.0,c-11669,c-3679,,
p-37367,2002.0,c-16075,c-11669,,
p-376483,2020.0,c-7971,c-515,50000.0,
p-376483,2019.0,c-5650,c-7971,50000.0,
p-376483,2018.0,c-17686,c-5650,100000.0,
p-376483,2017.0,c-10773,c-17686,100000.0,
p-376483,2015.0,c-9478,c-10773,,
p-376483,2014.0,c-58956,c-9478,,
p-376483,2013.0,c-70321,c-58956,,
p-67996,2022.0,c-26132,c-54894,100000.0,
p-67996,2021.0,c-34549,c-26132,200000.0,
p-67996,2021.0,c-60398,c-34549,300000.0,
p-67996,2020.0,c-29095,c-60398,300000.0,
p-67996,2020.0,c-7971,c-29095,300000.0,
p-67996,2020.0,c-29095,c-7971,300000.0,
p-67996,2020.0,c-5648,c-29095,300000.0,
p-67996,2019.0,c-29095,c-5648,300000.0,
p-67996,2019.0,c-142,c-29095,300000.0,
p-67996,2019.0,c-29095,c-142,300000.0,
p-67996,2019.0,c-142,c-29095,400000.0,
p-67996,2018.0,c-5648,c-142,400000.0,
p-67996,2017.0,c-16902,c-5648,,
p-67996,2016.0,c-45277,c-16902,,
p-67996,2015.0,c-37474,c-45277,,
p-67996,2015.0,c-7209,c-37474,,
p-67996,2014.0,c-3234,c-7209,,
p-67996,2013.0,c-16441,c-3234,,
p-67996,2013.0,c-3234,c-16441,250000.0,
p-67996,2013.0,c-20132,c-3234,250000.0,
p-67996,2013.0,c-3234,c-20132,250000.0,
p-67996,2012.0,c-1039,c-3234,250000.0,
p-67996,2011.0,c-3234,c-1039,200000.0,
p-67996,2011.0,c-134,c-3234,200000.0,
p-67996,2010.0,c-3234,c-134,150000.0,
p-67996,2010.0,c-3876,c-3234,150000.0,
p-67996,2010.0,c-3234,c-3876,150000.0,
p-67996,2010.0,c-4064,c-3234,150000.0,
p-67996,2008.0,c-11738,c-4064,,
p-165008,2021.0,c-11516,c-11972,250000.0,
p-165008,2021.0,c-7971,c-11516,250000.0,
p-165008,2019.0,c-13225,c-7971,300000.0,
p-165008,2019.0,c-7971,c-13225,300000.0,
p-165008,2018.0,c-13225,c-7971,400000.0,
p-165008,2017.0,c-11972,c-13225,300000.0,
p-165008,2017.0,c-367,c-11972,300000.0,
p-165008,2016.0,c-11972,c-367,,
p-165008,2015.0,c-1050,c-11972,800000.0,
p-165008,2015.0,c-12321,c-1050,1000000.0,
p-165008,2014.0,c-1050,c-12321,1000000.0,
p-165008,2013.0,c-11972,c-1050,300000.0,
p-165008,2012.0,c-12853,c-11972,,
p-165008,2011.0,c-28868,c-12853,,
p-323462,2020.0,c-7971,c-67212,150000.0,
p-323462,2018.0,c-6182,c-7971,300000.0,
p-323462,2017.0,c-11615,c-6182,200000.0,
p-323462,2016.0,c-6182,c-11615,250000.0,
p-323462,2016.0,c-10200,c-6182,,
p-323462,2016.0,c-30696,c-10200,,
p-323462,2015.0,c-10200,c-30696,,
p-627069,2022.0,c-11422,c-2321,100000.0,
p-627069,2021.0,c-7971,c-11422,100000.0,
p-627069,2019.0,c-18446,c-7971,100000.0,
p-627069,2018.0,c-20277,c-18446,,
p-627069,2017.0,c-45258,c-20277,,
p-490506,2022.0,c-7971,c-16775,50000.0,
p-490506,2021.0,c-11259,c-7971,150000.0,
p-490506,2020.0,c-7971,c-11259,,
p-490506,2020.0,c-15066,c-7971,,
p-490506,2018.0,c-21557,c-15066,,
p-251879,2022.0,c-515,c-33593,300000.0,
p-251879,2021.0,c-7971,c-515,300000.0,
p-251879,2018.0,c-12853,c-7971,,
p-251879,2016.0,c-28868,c-12853,,
p-251879,2016.0,c-28870,c-28868,,
p-251879,2015.0,c-39822,c-28870,,
p-251879,2014.0,c-13711,c-39822,,
p-251879,2012.0,c-44098,c-13711,,
p-320447,2023.0,c-515,c-83403,200000.0,
p-320447,2022.0,c-16196,c-515,200000.0,
p-320447,2020.0,c-7971,c-16196,200000.0,
p-320447,2019.0,c-11596,c-7971,200000.0,
p-320447,2019.0,c-11516,c-11596,200000.0,
p-320447,2019.0,c-11596,c-11516,300000.0,
p-320447,2019.0,c-630,c-11596,300000.0,
p-320447,2018.0,c-11596,c-630,300000.0,
p-320447,2018.0,c-5358,c-11596,300000.0,
p-320447,2017.0,c-12605,c-5358,250000.0,
p-320447,2016.0,c-26007,c-12605,,
p-320447,2015.0,c-6182,c-26007,,
p-320447,2015.0,c-34118,c-6182,,
p-320447,2015.0,c-6182,c-34118,,
p-320447,2014.0,c-10200,c-6182,,
p-320447,2012.0,c-16200,c-10200,,
p-85596,2020.0,c-2156,c-7971,400000.0,
p-85596,2020.0,c-7971,c-2156,400000.0,
p-85596,2020.0,c-2156,c-7971,500000.0,
p-85596,2019.0,c-11615,c-2156,300000.0,
p-85596,2014.0,c-1532,c-11615,,
p-85596,2013.0,c-11245,c-1532,,
p-85596,2013.0,c-1532,c-11245,,
p-85596,2012.0,c-6767,c-1532,,
p-85596,2011.0,c-1011,c-6767,,
p-85596,2011.0,c-6767,c-1011,,
p-85596,2009.0,c-7971,c-6767,400000.0,
p-85596,2008.0,c-15066,c-7971,,
p-85596,2008.0,c-21557,c-15066,,
p-142019,2021.0,c-515,c-46854,300000.0,
p-142019,2021.0,c-46854,c-515,300000.0,
p-142019,2020.0,c-7971,c-46854,300000.0,
p-142019,2019.0,c-11596,c-7971,300000.0,
p-142019,2017.0,c-11972,c-11596,250000.0,
p-142019,2012.0,c-7078,c-11972,,
p-142019,2010.0,c-11674,c-7078,,
p-522131,2023.0,c-32041,c-10093,300000.0,
p-522131,2022.0,c-37993,c-32041,250000.0,
p-522131,2022.0,c-1176,c-37993,250000.0,
p-522131,2021.0,c-37993,c-1176,450000.0,
p-522131,2021.0,c-679,c-37993,450000.0,
p-522131,2020.0,c-37993,c-679,100000.0,
p-522131,2020.0,c-6638,c-37993,100000.0,
p-522131,2020.0,c-37993,c-6638,100000.0,
p-522131,2020.0,c-7971,c-37993,100000.0,
p-522131,2018.0,c-37993,c-7971,150000.0,
p-522131,2018.0,c-7078,c-37993,150000.0,
p-522131,2017.0,c-37993,c-7078,,
p-522131,2017.0,c-10732,c-37993,,
p-522131,2016.0,c-62679,c-10732,,
p-71034,2021.0,c-5648,c-11259,250000.0,
p-71034,2020.0,c-7971,c-5648,300000.0,
p-71034,2018.0,c-29095,c-7971,300000.0,
p-71034,2017.0,c-11259,c-29095,300000.0,
p-71034,2015.0,c-666,c-11259,,
p-71034,2014.0,c-16492,c-666,,
p-71034,2013.0,c-10773,c-16492,,
p-71034,2012.0,c-11259,c-10773,400000.0,
p-71034,2011.0,c-15368,c-11259,,
p-71034,2010.0,c-11602,c-15368,,
p-71034,2010.0,c-15368,c-11602,,
p-71034,2009.0,c-3803,c-15368,,
p-71034,,c-21354,c-3803,,
p-246923,2022.0,c-36060,c-77079,100000.0,
p-246923,2021.0,c-7971,c-36060,200000.0,
p-246923,2021.0,c-171,c-7971,200000.0,
p-246923,2020.0,c-7971,c-171,300000.0,
p-246923,2019.0,c-4542,c-7971,300000.0,
p-246923,2016.0,c-7971,c-4542,,
p-246923,2015.0,c-11615,c-7971,,
p-246923,2014.0,c-12405,c-11615,,
p-246923,2013.0,c-648,c-12405,,
p-246923,2012.0,c-11617,c-648,,
p-246923,2010.0,c-25688,c-11617,,
p-246923,2007.0,c-28863,c-25688,,
p-139859,2021.0,c-7971,c-42039,150000.0,
p-139859,2018.0,c-7077,c-7971,150000.0,
p-139859,2018.0,c-1531,c-7077,200000.0,
p-139859,2017.0,c-171,c-1531,250000.0,
p-139859,2016.0,c-1532,c-171,300000.0,
p-139859,2013.0,c-8510,c-1532,,
p-139859,2012.0,c-15080,c-8510,,
p-139859,2012.0,c-20201,c-15080,,
p-65470,2021.0,c-47880,c-12361,25000.0,
p-65470,2020.0,c-7971,c-47880,50000.0,
p-65470,2020.0,c-21122,c-7971,100000.0,
p-65470,2019.0,c-11259,c-21122,100000.0,
p-65470,2018.0,c-2929,c-11259,100000.0,
p-65470,2014.0,c-7077,c-2929,,
p-65470,2013.0,c-5648,c-7077,,
p-65470,2012.0,c-1244,c-5648,,
p-65470,2011.0,c-1532,c-1244,500000.0,
p-65470,2010.0,c-8568,c-1532,,
p-65470,2008.0,c-11516,c-8568,200000.0,
p-65470,2005.0,c-1244,c-11516,,
p-65470,2004.0,c-17686,c-1244,,
p-65470,2001.0,c-21121,c-17686,,
p-611060,2023.0,c-34148,c-50257,50000.0,
p-611060,2022.0,c-49957,c-34148,100000.0,
p-611060,2021.0,c-10773,c-49957,100000.0,
p-611060,2021.0,c-7971,c-10773,50000.0,
p-611060,2019.0,c-15066,c-7971,50000.0,
p-611060,2017.0,c-27068,c-15066,,
p-271640,2020.0,c-7971,c-24452,,
p-271640,2020.0,c-2867,c-7971,200000.0,
p-271640,2019.0,c-53283,c-2867,200000.0,
p-271640,2018.0,c-7077,c-53283,300000.0,
p-271640,2013.0,c-50048,c-7077,,
p-271640,2012.0,c-21660,c-50048,,
p-39783,2020.0,c-67212,c-123,,
p-39783,2020.0,c-7971,c-67212,300000.0,
p-39783,2019.0,c-993,c-7971,300000.0,
p-39783,2016.0,c-366,c-993,700000.0,
p-39783,2014.0,c-237,c-366,2000000.0,
p-39783,2011.0,c-368,c-237,3000000.0,600000.0
p-39783,2010.0,c-648,c-368,4000000.0,
p-39783,2008.0,c-368,c-648,1000000.0,
p-39783,2007.0,c-8519,c-368,1500000.0,
p-39783,2005.0,c-28867,c-8519,,
p-245157,2021.0,c-7971,c-11245,300000.0,
p-245157,2020.0,c-13241,c-7971,300000.0,
p-245157,2020.0,c-7971,c-13241,300000.0,
p-245157,2019.0,c-1531,c-7971,300000.0,
p-245157,2018.0,c-47880,c-1531,250000.0,
p-245157,2017.0,c-34559,c-47880,150000.0,
p-245157,2016.0,c-10773,c-34559,,
p-245157,2015.0,c-4542,c-10773,,
p-245157,2014.0,c-10773,c-4542,,
p-245157,2013.0,c-15066,c-10773,100000.0,
p-245157,2012.0,c-21557,c-15066,,
p-724520,2023.0,c-331,c-131,8000000.0,
p-724520,2022.0,c-131,c-331,8000000.0,
p-724520,2022.0,c-2464,c-131,8000000.0,
p-724520,2021.0,c-7971,c-2464,100000.0,2000000.0
p-724520,2019.0,c-15066,c-7971,,
p-724520,2018.0,c-21557,c-15066,,
p-724520,2017.0,c-44098,c-21557,,
p-724520,2016.0,c-21349,c-44098,,
p-154559,2022.0,c-24420,c-2923,250000.0,
p-154559,2021.0,c-7971,c-24420,250000.0,
p-154559,2019.0,c-142,c-7971,300000.0,
p-154559,2019.0,c-7971,c-142,300000.0,
p-154559,2019.0,c-142,c-7971,400000.0,
p-154559,2018.0,c-171,c-142,400000.0,
p-154559,2018.0,c-142,c-171,400000.0,
p-154559,2018.0,c-2464,c-142,500000.0,
p-154559,2016.0,c-11259,c-2464,,
p-154559,2014.0,c-3705,c-11259,,
p-154559,2013.0,c-36846,c-3705,,
p-154559,2013.0,c-8519,c-36846,,
p-154559,2011.0,c-12319,c-8519,,
p-154559,2010.0,c-28867,c-12319,,
p-298607,2021.0,c-53283,c-123,250000.0,
p-298607,2020.0,c-7971,c-53283,250000.0,
p-298607,2020.0,c-515,c-7971,400000.0,
p-298607,2019.0,c-331,c-515,400000.0,
p-298607,2018.0,c-8519,c-331,400000.0,
p-298607,2017.0,c-331,c-8519,400000.0,
p-298607,2015.0,c-8516,c-331,200000.0,
p-298607,2014.0,c-28861,c-8516,,
p-674122,2021.0,c-15066,c-7971,,
p-674122,2019.0,c-21557,c-15066,,
p-263862,2023.0,c-515,c-16196,200000.0,
p-263862,2022.0,c-16196,c-515,200000.0,
p-263862,2021.0,c-2867,c-16196,250000.0,
p-263862,2020.0,c-7971,c-2867,250000.0,
p-263862,2019.0,c-999,c-7971,250000.0,
p-263862,2019.0,c-16492,c-999,250000.0,
p-263862,2019.0,c-999,c-16492,250000.0,
