id,name,birth_date,age,height,current_club_id,club_joined,contract_expires,birth_place,citizenship,position,national_id,current_value,agent,foot,shirt_number
p-29241,Thiago Silva,1984-09-22 00:00:00,38.0,181.0,c-631,2020-08-28 00:00:00,2024-06-30 00:00:00,,,Defender - Centre-Back,n-3439,2500000.0,Paulo Tonietto,right,
p-284857,Marc Cucurella,1998-07-22 00:00:00,24.0,173.0,c-631,2022-08-05 00:00:00,2028-06-30 00:00:00,,,Defender - Left-Back,n-3375,40000000.0,EMG Mundial,left,
p-316125,Ben Chilwell,1996-12-21 00:00:00,26.0,180.0,c-631,2020-08-26 00:00:00,2027-06-30 00:00:00,,,Defender - Left-Back,n-3299,35000000.0,CAA Stellar,left,
p-670858,Lewis Hall,2004-09-08 00:00:00,18.0,,c-631,2022-01-01 00:00:00,2025-06-30 00:00:00,,,Defender - Left-Back,n-21340,8000000.0,Wasserman,left,
p-472423,Reece James,1999-12-08 00:00:00,23.0,,c-631,2019-07-01 00:00:00,2028-06-30 00:00:00,,,Defender - Right-Back,n-3299,70000000.0,Unique Sports Group,right,
p-57500,Cesar Azpilicueta,1989-08-28 00:00:00,33.0,178.0,c-631,2012-08-24 00:00:00,2024-06-30 00:00:00,,,Defender - Right-Back,n-3375,8000000.0,Relatives,right,
p-648195,Enzo Fernandez,2001-01-17 00:00:00,22.0,178.0,c-631,2023-01-31 00:00:00,2031-06-30 00:00:00,,,midfield - Defensive Midfield,n-3437,85000000.0,DE 9 FأڑTBOL,right,
p-225083,Ngolo Kante,1991-03-29 00:00:00,32.0,,c-631,2016-07-16 00:00:00,2023-06-30 00:00:00,,,midfield - Defensive Midfield,n-3377,20000000.0,KDS FM,right,
p-334526,Denis Zakaria,1996-11-20 00:00:00,26.0,190.0,c-631,2022-09-01 00:00:00,2023-06-30 00:00:00,,,midfield - Defensive Midfield,n-3384,20000000.0,HCM Sports ...,right,
p-51471,Mateo Kovacic,1994-05-06 00:00:00,29.0,177.0,c-631,2019-07-01 00:00:00,2024-06-30 00:00:00,,,midfield - Central Midfield,n-3556,40000000.0,VPA Sports,right,
p-488362,Conor Gallagher,2000-02-06 00:00:00,23.0,,c-631,2022-07-01 00:00:00,2025-06-30 00:00:00,,,midfield - Central Midfield,n-3299,32000000.0,Elite Management ...,right,
p-202886,Ruben Loftus Cheek,1996-01-23 00:00:00,27.0,191.0,c-631,2015-01-01 00:00:00,2024-06-30 00:00:00,,,midfield - Central Midfield,n-3299,25000000.0,CAA Stellar,right,
p-659459,Carney Chukwuemeka,2003-10-20 00:00:00,19.0,187.0,c-631,2028-06-30 00:00:00,,,,midfield - Central Midfield,n-22907,15000000.0,Chelsea FC,right,
p-346483,Mason Mount,1999-01-10 00:00:00,24.0,181.0,c-631,2019-07-01 00:00:00,2024-06-30 00:00:00,,,midfield - Attacking Midfield,n-3299,65000000.0,Relatives,right,
p-309400,Kai Havertz,1999-06-11 00:00:00,23.0,193.0,c-631,2020-09-04 00:00:00,2025-06-30 00:00:00,,,midfield - Attacking Midfield,n-3262,60000000.0,ROOF,left,
p-537860,Mykhaylo Mudryk,2001-01-05 00:00:00,22.0,175.0,c-631,2023-01-15 00:00:00,2031-06-30 00:00:00,,,Attack - Left Winger,n-3699,60000000.0,ALIK FOOTBALL ...,right,
p-134425,Raheem Sterling,1994-12-08 00:00:00,28.0,170.0,c-631,2022-07-13 00:00:00,2027-06-30 00:00:00,,,Attack - Left Winger,n-3299,60000000.0,Relatives,right,
p-315779,Christian Pulisic,1998-09-18 00:00:00,24.0,177.0,c-631,2019-01-02 00:00:00,2024-06-30 00:00:00,,,Attack - Right Winger,n-3505,32000000.0,Relatives,right,
p-503987,Noni Madueke,2002-03-10 00:00:00,21.0,182.0,c-631,2030-06-30 00:00:00,club option 1 year,,,Attack - Right Winger,n-9565,28000000.0,Chelsea FC,left,
p-217111,Hakim Ziyech,1993-03-19 00:00:00,30.0,181.0,c-631,2020-07-01 00:00:00,2025-06-30 00:00:00,,,Attack - Right Winger,n-3575,18000000.0,HZ INTERNATIONAL,left,
p-462250,Joao Felix,1999-11-10 00:00:00,23.0,181.0,c-631,2023-01-11 00:00:00,2023-06-30 00:00:00,,,Attack - Second Striker,n-3300,50000000.0,Gestifute,right,
p-571743,Armando Broja,2001-09-10 00:00:00,21.0,,c-631,2022-07-01 00:00:00,2028-06-30 00:00:00,,,Attack - Centre-Forward,n-3561,30000000.0,FA Sport,right,
p-787232,David Datro Fofana,2002-12-22 00:00:00,20.0,,c-631,2023-01-01 00:00:00,2029-06-30 00:00:00,,,Attack - Centre-Forward,n-34868,10000000.0,Aneke/PMG,right,
p-58864,Pierre Emerick Aubameyang,1989-06-18 00:00:00,33.0,186.0,c-631,2022-09-01 00:00:00,2024-06-30 00:00:00,,,Attack - Centre-Forward,n-5704,7000000.0,Premier Sports ...,right,
p-427568,Aaron Ramsdale,1998-05-14 00:00:00,25.0,190.0,c-11,2021-08-20 00:00:00,2025-06-30 00:00:00,,,Goalkeeper,n-3299,38000000.0,World in Motion,right,
p-425306,Matt Turner,1994-06-24 00:00:00,28.0,191.0,c-11,2022-07-01 00:00:00,2025-06-30 00:00:00,,,Goalkeeper,n-3505,5000000.0,Wasserman,right,
p-495666,William Saliba,2001-03-24 00:00:00,22.0,192.0,c-11,2019-07-25 00:00:00,2024-06-30 00:00:00,,,Defender - Centre-Back,n-3377,55000000.0,ND SPORTS MANAGEMENT,right,
p-435338,Gabriel Magalhaes,1997-12-19 00:00:00,25.0,190.0,c-11,2020-09-01 00:00:00,2027-06-30 00:00:00,,,Defender - Centre-Back,n-3439,50000000.0,Bertolucci Sports,left,
p-425918,Jakub Kiwior,2000-02-15 00:00:00,23.0,189.0,c-11,2023-01-23 00:00:00,2028-06-30 00:00:00,,,Defender - Centre-Back,n-3442,20000000.0,FairSport,left,
p-253341,Rob Holding,1995-09-20 00:00:00,27.0,189.0,c-11,2016-07-22 00:00:00,2024-06-30 00:00:00,,,Defender - Centre-Back,n-9565,10000000.0,CAA Stellar,right,
p-203853,Oleksandr Zinchenko,1996-12-15 00:00:00,26.0,175.0,c-11,2022-07-22 00:00:00,2026-06-30 00:00:00,,,Defender - Left-Back,n-3699,40000000.0,Anatoliy Patuk,left,
p-300716,Kieran Tierney,1997-06-05 00:00:00,25.0,,c-11,2019-08-08 00:00:00,2026-06-30 00:00:00,,,Defender - Left-Back,n-3380,25000000.0,CAA Stellar,left,
p-335721,Ben White,1997-10-08 00:00:00,25.0,186.0,c-11,2026-06-30 00:00:00,adidas,,,Defender - Right-Back,n-3299,50000000.0,Arsenal FC,right,
p-331560,Takehiro Tomiyasu,1998-11-05 00:00:00,24.0,188.0,c-11,2021-08-31 00:00:00,2025-06-30 00:00:00,,,Defender - Right-Back,n-3435,25000000.0,UDN SPORTS,right,
p-230784,Thomas Partey,1993-06-13 00:00:00,29.0,185.0,c-11,2020-10-05 00:00:00,2025-06-30 00:00:00,,,midfield - Defensive Midfield,n-3441,38000000.0,JJ SPORT,right,
p-102017,Jorginho,1991-12-20 00:00:00,31.0,178.0,c-11,2023-01-31 00:00:00,2024-06-30 00:00:00,,,midfield - Defensive Midfield,n-3376,35000000.0,Brezilya Agency,right,
p-160438,Mohamed Elneny,1992-07-11 00:00:00,30.0,179.0,c-11,2016-01-14 00:00:00,2024-06-30 00:00:00,,,midfield - Defensive Midfield,n-3672,9000000.0,CAA Base Ltd,right,
p-111455,Granit Xhaka,1992-09-27 00:00:00,30.0,,c-11,2016-07-01 00:00:00,2024-06-30 00:00:00,,,midfield - Central Midfield,n-3384,28000000.0,Signature - ISCM AG,left,
p-316264,Martin Odegaard,1998-12-17 00:00:00,24.0,178.0,c-11,2021-08-20 00:00:00,2025-06-30 00:00:00,,,midfield - Attacking Midfield,n-3440,80000000.0,Nordic Sky,left,
p-392765,Emile Smith Rowe,2000-07-28 00:00:00,22.0,,c-11,2020-08-01 00:00:00,2026-06-30 00:00:00,,,midfield - Attacking Midfield,n-9565,38000000.0,Jordan Wise,right,
p-537598,Fabio Vieira,2000-05-30 00:00:00,22.0,170.0,c-11,2022-07-01 00:00:00,2027-06-30 00:00:00,,,midfield - Attacking Midfield,n-16374,27000000.0,Gestifute,left,
p-655488,Gabriel Martinelli,2001-06-18 00:00:00,21.0,178.0,c-11,2019-07-02 00:00:00,2027-06-30 00:00:00,,,Attack - Left Winger,n-3439,70000000.0,TFM Agency,right,
p-144028,Leandro Trossard,1994-12-04 00:00:00,28.0,,c-11,2023-01-20 00:00:00,2026-06-30 00:00:00,,,Attack - Left Winger,n-3382,30000000.0,JC ...,right,
p-433177,Bukayo Saka,2001-09-05 00:00:00,21.0,,c-11,2019-07-01 00:00:00,2027-06-30 00:00:00,,,Attack - Right Winger,n-3299,110000000.0,Elite Project Group ...,left,
p-340325,Reiss Nelson,1999-12-10 00:00:00,23.0,175.0,c-11,2019-07-01 00:00:00,2023-06-30 00:00:00,,,Attack - Right Winger,n-9565,7000000.0,Relatives,right,
p-340324,Eddie Nketiah,1999-05-30 00:00:00,23.0,175.0,c-11,2019-01-01 00:00:00,2027-06-30 00:00:00,,,Attack - Centre-Forward,n-9565,25000000.0,Elite Project Group ...,right,
p-105470,Alisson,1992-10-02 00:00:00,30.0,193.0,c-31,2018-07-19 00:00:00,2027-06-30 00:00:00,,,Goalkeeper,n-3439,45000000.0,NWS - Neis World ...,right,
p-340918,Caoimhin Kelleher,1998-11-23 00:00:00,24.0,188.0,c-31,2019-07-01 00:00:00,2026-06-30 00:00:00,,,Goalkeeper,n-3509,8000000.0,CAA Stellar,right,
p-71271,Adrian,1987-01-03 00:00:00,36.0,190.0,c-31,2019-08-05 00:00:00,2023-06-30 00:00:00,,,Goalkeeper,n-3375,1000000.0,Bahأ­a Internacional,right,
p-139208,Virgil Van Dijk,1991-07-08 00:00:00,31.0,,c-31,2018-01-01 00:00:00,2025-06-30 00:00:00,,,Defender - Centre-Back,n-3379,45000000.0,ROOF,right,
p-357119,Ibrahima Konate,1999-05-25 00:00:00,24.0,,c-31,2021-07-01 00:00:00,2026-06-30 00:00:00,,,Defender - Centre-Back,n-3377,35000000.0,CAA Stellar,right,
p-256178,Joe Gomez,1997-05-23 00:00:00,26.0,188.0,c-31,2015-07-01 00:00:00,2027-06-30 00:00:00,,,Defender - Centre-Back,n-3299,30000000.0,Wasserman,right,
p-82105,Joel Matip,1991-08-08 00:00:00,31.0,195.0,c-31,2016-07-01 00:00:00,2024-06-30 00:00:00,,,Defender - Centre-Back,n-3434,16000000.0,ASBW Sport Marketing,right,
p-371814,Nathaniel Phillips,1997-03-21 00:00:00,26.0,190.0,c-31,2019-07-01 00:00:00,2025-06-30 00:00:00,,,Defender - Centre-Back,n-3434,6000000.0,PLG,right,
p-503679,Rhys Williams,2001-02-03 00:00:00,22.0,,c-31,2020-07-01 00:00:00,2026-06-30 00:00:00,,,Defender - Centre-Back,n-9565,3000000.0,CAA Stellar,right,
p-234803,Andrew Robertson,1994-03-11 00:00:00,29.0,178.0,c-31,2017-07-21 00:00:00,2026-06-30 00:00:00,,,Defender - Left-Back,n-3380,48000000.0,PLG,left,
p-338070,Konstantinos Tsimikas,1996-05-12 00:00:00,27.0,179.0,c-31,2020-08-10 00:00:00,2025-06-30 00:00:00,,,Defender - Left-Back,n-3378,18000000.0,Prosport ...,left,
p-314353,Trent Alexander Arnold,1998-10-07 00:00:00,24.0,180.0,c-31,2016-07-01 00:00:00,2025-06-30 00:00:00,,,Defender - Right-Back,n-3299,65000000.0,PLG,right,
p-633652,Calvin Ramsay,2003-07-31 00:00:00,19.0,177.0,c-31,2027-06-30 00:00:00,,,,Defender - Right-Back,n-3380,5000000.0,Liverpool FC,right,
p-225693,Fabinho,1993-10-23 00:00:00,29.0,188.0,c-31,2018-07-01 00:00:00,2026-06-30 00:00:00,,,midfield - Defensive Midfield,n-3439,45000000.0,Gestifute,right,
p-864799,Stefan Bajcetic,2004-10-22 00:00:00,18.0,185.0,c-31,2022-07-01 00:00:00,2027-06-30 00:00:00,,,midfield - Defensive Midfield,n-20947,13000000.0,F.J.VILLAVERDE,right,
p-60444,Thiago,1991-04-11 00:00:00,32.0,174.0,c-31,2020-09-18 00:00:00,2024-06-30 00:00:00,,,midfield - Central Midfield,n-3375,18000000.0,The Player ...,right,
p-302215,Naby Keita,1995-02-10 00:00:00,28.0,172.0,c-31,2018-07-01 00:00:00,2023-06-30 00:00:00,,,midfield - Central Midfield,n-3856,17000000.0,ROOF,right,
p-433188,Curtis Jones,2001-01-30 00:00:00,22.0,,c-31,2020-07-01 00:00:00,2027-06-30 00:00:00,,,midfield - Central Midfield,n-9565,17000000.0,Wasserman,right,
p-362842,Arthur Melo,1996-08-12 00:00:00,26.0,172.0,c-31,2022-09-01 00:00:00,2023-06-30 00:00:00,,,midfield - Central Midfield,n-3439,15000000.0,P&P Sport ...,right,
p-61651,Jordan Henderson,1990-06-17 00:00:00,32.0,187.0,c-31,2011-07-01 00:00:00,2025-06-30 00:00:00,,,midfield - Central Midfield,n-3299,10000000.0,ROOF,right,
p-143424,Alex Oxlade Chamberlain,1993-08-15 00:00:00,29.0,175.0,c-31,2017-08-31 00:00:00,2023-06-30 00:00:00,,,midfield - Central Midfield,n-3299,10000000.0,Colossal Sports ...,right,
p-3333,James Milner,1986-01-04 00:00:00,37.0,175.0,c-31,2023-06-30 00:00:00,2022-06-06 00:00:00,,,midfield - Central Midfield,n-3299,2000000.0,Liverpool FC,right,
p-565822,Harvey Elliott,2003-04-04 00:00:00,20.0,170.0,c-31,2021-07-01 00:00:00,2027-06-30 00:00:00,,,midfield - Attacking Midfield,n-9565,35000000.0,ROOF,left,
p-559263,Fabio Carvalho,2002-08-30 00:00:00,20.0,170.0,c-31,2022-07-01 00:00:00,2027-06-30 00:00:00,,,midfield - Attacking Midfield,n-16374,20000000.0,Concilium Sport,right,
p-480692,Luis Diaz,1997-01-13 00:00:00,26.0,180.0,c-31,2022-01-30 00:00:00,2027-06-30 00:00:00,,,Attack - Left Winger,n-3816,75000000.0,Nomi Sports,right,
p-434675,Cody Gakpo,1999-05-07 00:00:00,24.0,193.0,c-31,2023-01-01 00:00:00,2028-06-30 00:00:00,,,Attack - Left Winger,n-3379,60000000.0,SEG,right,
p-340950,Diogo Jota,1996-12-04 00:00:00,26.0,178.0,c-31,2020-09-19 00:00:00,2027-06-30 00:00:00,,,Attack - Left Winger,n-3300,55000000.0,Gestifute,right,
p-546543,Darwin Nunez,1999-06-24 00:00:00,23.0,187.0,c-31,2022-07-01 00:00:00,2028-06-30 00:00:00,,,Attack - Centre-Forward,n-3449,70000000.0,Gestifute,right,
p-131789,Roberto Firmino,1991-10-02 00:00:00,31.0,181.0,c-31,2015-07-01 00:00:00,2023-06-30 00:00:00,,,Attack - Centre-Forward,n-3439,22000000.0,ROGON,right,
p-59377,David De Gea,1990-11-07 00:00:00,32.0,189.0,c-985,2011-07-01 00:00:00,2023-06-30 00:00:00,,,Goalkeeper,n-3375,15000000.0,Relatives,right,
p-128899,Jack Butland,1993-03-10 00:00:00,30.0,,c-985,2023-01-06 00:00:00,2023-06-30 00:00:00,,,Goalkeeper,n-3299,1500000.0,Triple S Sports,right,
p-34130,Tom Heaton,1986-04-15 00:00:00,37.0,188.0,c-985,2021-07-02 00:00:00,2023-06-30 00:00:00,,,Goalkeeper,n-3299,600000.0,10Ten Football,right,
p-480762,Lisandro Martinez,1998-01-18 00:00:00,25.0,,c-985,2022-07-27 00:00:00,2027-06-30 00:00:00,,,Defender - Centre-Back,n-3437,50000000.0,Score Futbol,left,
p-164770,Raphael Varane,1993-04-25 00:00:00,30.0,191.0,c-985,2021-08-14 00:00:00,2025-06-30 00:00:00,,,Defender - Centre-Back,n-3377,40000000.0,CAA Base Ltd,right,
p-177907,Harry Maguire,1993-03-05 00:00:00,30.0,194.0,c-985,2019-08-05 00:00:00,2025-06-30 00:00:00,,,Defender - Centre-Back,n-3299,25000000.0,Triple S Sports,right,
p-184573,Victor Lindelof,1994-07-17 00:00:00,28.0,187.0,c-985,2017-07-01 00:00:00,2024-06-30 00:00:00,,,Defender - Centre-Back,n-3557,15000000.0,HCM Sports ...,right,
p-117996,Phil Jones,1992-02-21 00:00:00,31.0,185.0,c-985,2011-07-01 00:00:00,2023-06-30 00:00:00,,,Defender - Centre-Back,n-3299,2000000.0,Wasserman,right,
p-548470,Teden Mengi,2002-04-30 00:00:00,21.0,186.0,c-985,2020-07-01 00:00:00,2024-06-30 00:00:00,,,Defender - Centre-Back,n-22907,2000000.0,CLOSEVIEW,right,
p-183288,Luke Shaw,1995-07-12 00:00:00,27.0,178.0,c-985,2014-07-01 00:00:00,2027-06-30 00:00:00,,,Defender - Left-Back,n-3299,35000000.0,CAA Stellar,left,
p-339340,Tyrell Malacia,1999-08-17 00:00:00,23.0,169.0,c-985,2022-07-05 00:00:00,2026-06-30 00:00:00,,,Defender - Left-Back,n-3379,22000000.0,Relatives,left,
p-507700,Brandon Williams,2000-09-03 00:00:00,22.0,180.0,c-985,2024-06-30 00:00:00,Option for a further year,,,Defender - Left-Back,n-9565,10000000.0,Manchester United,right,
p-357147,Diogo Dalot,1999-03-18 00:00:00,24.0,183.0,c-985,2018-07-01 00:00:00,2024-06-30 00:00:00,,,Defender - Right-Back,n-3300,35000000.0,Proeleven S.A.,right,
p-477758,Aaron Wan Bissaka,1997-11-26 00:00:00,25.0,,c-985,2019-07-01 00:00:00,2024-06-30 00:00:00,,,Defender - Right-Back,n-9565,22000000.0,Unique Sports Group,right,
p-315969,Scott Mctominay,1996-12-08 00:00:00,26.0,191.0,c-985,2025-06-30 00:00:00,club option 1 year,,,midfield - Defensive Midfield,n-3380,25000000.0,Manchester United,right,
p-69633,Christian Eriksen,1992-02-14 00:00:00,31.0,182.0,c-985,2022-07-15 00:00:00,2025-06-30 00:00:00,,,midfield - Central Midfield,n-3436,25000000.0,The Talents ...,right,
p-106987,Marcel Sabitzer,1994-03-17 00:00:00,29.0,,c-985,2023-01-31 00:00:00,2023-06-30 00:00:00,,,midfield - Central Midfield,n-3383,20000000.0,ROGON,right,
p-191614,Fred,1993-03-05 00:00:00,30.0,169.0,c-985,2018-07-01 00:00:00,2024-06-30 00:00:00,,,midfield - Central Midfield,n-3439,20000000.0,Fabio Mello Sports,left,
p-288255,Donny Van De Beek,1997-04-18 00:00:00,26.0,,c-985,2020-09-02 00:00:00,2025-06-30 00:00:00,,,midfield - Central Midfield,n-3379,17000000.0,HCM Sports ...,right,
p-686845,Zidane Iqbal,2003-04-27 00:00:00,20.0,181.0,c-985,2023-01-01 00:00:00,2025-06-30 00:00:00,,,midfield - Central Midfield,n-3560,800000.0,SEG,right,
p-820374,Kobbie Mainoo,2005-04-19 00:00:00,18.0,,c-985,2023-01-01 00:00:00,2027-06-30 00:00:00,,,midfield - Central Midfield,n-21340,800000.0,CAA Stellar,right,
p-240306,Bruno Fernandes,1994-09-08 00:00:00,28.0,179.0,c-985,2020-01-29 00:00:00,2026-06-30 00:00:00,,,midfield - Attacking Midfield,n-3300,75000000.0,MRP.POSITIONUMBER,right,
p-258923,Marcus Rashford,1997-10-31 00:00:00,25.0,,c-985,2016-01-01 00:00:00,2024-06-30 00:00:00,,,Attack - Left Winger,n-3299,80000000.0,Relatives,right,
p-401173,Jadon Sancho,2000-03-25 00:00:00,23.0,180.0,c-985,2021-07-23 00:00:00,2026-06-30 00:00:00,,,Attack - Left Winger,n-3299,55000000.0,Elite Project Group ...,right,
p-583189,Anthony Elanga,2002-04-27 00:00:00,21.0,178.0,c-985,2022-01-01 00:00:00,2026-06-30 00:00:00,,,Attack - Left Winger,n-3557,25000000.0,CAA Stellar,right,
p-811779,Alejandro Garnacho,2004-07-01 00:00:00,18.0,180.0,c-985,2022-07-01 00:00:00,2028-06-30 00:00:00,,,Attack - Left Winger,n-11940,25000000.0,#LEADERS,right,
p-602105,Antony,2000-02-24 00:00:00,23.0,172.0,c-985,2022-08-30 00:00:00,2027-06-30 00:00:00,,,Attack - Right Winger,n-3439,70000000.0,4ComM,left,
p-676318,Facundo Pellistri,2001-12-20 00:00:00,21.0,174.0,c-985,2020-10-05 00:00:00,2025-06-30 00:00:00,,,Attack - Right Winger,n-3449,3000000.0,CAA Stellar,right,
p-532826,Mason Greenwood,2001-10-01 00:00:00,21.0,181.0,c-985,2025-06-30 00:00:00,club option 1 year,,,Attack - Right Winger,n-3299,,Manchester United,both,
p-182877,Anthony Martial,1995-12-05 00:00:00,27.0,181.0,c-985,2015-09-01 00:00:00,2024-06-30 00:00:00,,,Attack - Centre-Forward,n-3377,15000000.0,USFA Management,right,
p-228645,Wout Weghorst,1992-08-07 00:00:00,30.0,197.0,c-985,2023-01-13 00:00:00,2023-06-30 00:00:00,,,Attack - Centre-Forward,n-3379,14000000.0,One II Agency,right,
p-17965,Hugo Lloris,1986-12-26 00:00:00,36.0,188.0,c-985,2024-06-30 00:00:00,2022-01-21 00:00:00,,,Goalkeeper,n-3377,4000000.0,Tottenham Hotspur,left,
p-52570,Fraser Forster,1988-03-17 00:00:00,35.0,201.0,c-148,2022-07-01 00:00:00,2024-06-30 00:00:00,,,Goalkeeper,n-3299,1500000.0,CAA Stellar,right,
p-282823,Alfie Whiteman,1998-10-02 00:00:00,24.0,188.0,c-148,2019-07-01 00:00:00,2025-06-30 00:00:00,,,Goalkeeper,n-21340,500000.0,Remington Ellis ...,right,
